k nbComp temps
216 475000 0.005317
215 475000 0.004973
214 475000 0.004811
213 475000 0.004813
212 475000 0.004835
211 475000 0.004813
210 475000 0.004813
209 475000 0.004828
208 475000 0.005312
207 475000 0.005339
206 475000 0.004902
205 475000 0.004849
204 475000 0.004814
203 475000 0.004838
202 475000 0.004815
201 475000 0.004813
200 475000 0.004833
199 475000 0.005311
198 475000 0.005341
197 475000 0.004924
196 475000 0.004816
195 475000 0.004804
194 475000 0.004852
193 475000 0.004823
192 475000 0.004821
191 475000 0.004803
190 475000 0.005323
189 475000 0.005318
188 475000 0.004914
187 475000 0.004868
186 475000 0.004834
185 475000 0.004843
184 475000 0.004805
183 475000 0.004827
182 475000 0.006242
181 475000 0.007359
180 475000 0.00638
179 475000 0.004916
178 475000 0.004873
177 475000 0.00487
176 475000 0.004829
175 475000 0.004871
174 475000 0.004924
173 475000 0.005443
172 475000 0.005059
171 475000 0.004902
170 475000 0.004817
169 475000 0.004812
168 475000 0.004829
167 475000 0.004823
166 475000 0.004832
165 475000 0.005037
164 475000 0.005306
163 475000 0.004941
162 475000 0.004864
161 475000 0.004809
160 475000 0.004839
159 475000 0.004838
158 475000 0.004827
157 475000 0.004821
156 475000 0.005173
155 475000 0.005273
154 475000 0.004961
153 475000 0.004821
152 475000 0.004863
151 475000 0.004817
150 475000 0.004824
149 475000 0.004804
148 475000 0.004809
147 475000 0.005306
146 475000 0.005363
145 475000 0.004937
144 475000 0.004808
143 475000 0.004819
142 475000 0.004825
141 475000 0.004823
140 475000 0.004853
139 475000 0.004831
138 475000 0.005326
137 475000 0.005306
136 475000 0.004931
135 475000 0.004855
134 475000 0.004828
133 475000 0.004823
132 475000 0.00482
131 475000 0.004824
130 475000 0.004829
129 475000 0.005324
128 475000 0.005326
127 475000 0.004908
126 475000 0.004849
125 475000 0.004826
124 475000 0.004842
123 475000 0.004829
122 475000 0.00481
121 475000 0.004806
120 475000 0.005303
119 475000 0.005354
118 475000 0.004937
117 475000 0.004859
116 475000 0.004809
115 475000 0.004817
114 475000 0.004827
113 475000 0.00484
112 475000 0.0048
111 475000 0.005301
110 475000 0.005293
109 475000 0.004979
108 475000 0.004833
107 475000 0.004814
106 475000 0.004836
105 475000 0.0048
104 475000 0.004835
103 475000 0.004801
102 475000 0.005351
101 475000 0.00533
100 475000 0.004936
99 475000 0.004837
98 475000 0.004825
97 475000 0.004858
96 475000 0.004807
95 475000 0.004824
94 475000 0.004846
93 475000 0.005336
92 475000 0.005363
91 475000 0.004918
90 475000 0.004823
89 475000 0.004819
88 475000 0.004849
87 475000 0.004818
86 475000 0.004819
85 475000 0.00483
84 475000 0.005307
83 475000 0.005329
82 475000 0.00492
81 475000 0.004837
80 475000 0.004804
79 475000 0.004841
78 475000 0.004815
77 475000 0.004811
76 475000 0.004805
75 475000 0.005354
74 475000 0.005389
73 475000 0.004925
72 475000 0.00486
71 475000 0.004868
70 475000 0.004852
69 475000 0.004813
68 475000 0.004838
67 475000 0.004847
66 475000 0.00535
65 475000 0.00534
64 475000 0.00496
63 475000 0.004882
62 475000 0.004817
61 475000 0.004846
60 475000 0.004825
59 475000 0.004821
58 475000 0.004815
57 475000 0.005329
56 475000 0.005281
55 475000 0.004975
54 475000 0.004829
53 475000 0.004847
52 475000 0.004817
51 475000 0.004816
50 475000 0.004819
49 475000 0.004823
48 475000 0.005318
47 475000 0.005341
46 475000 0.004952
45 475000 0.00487
44 475000 0.004808
43 475000 0.004846
42 475000 0.004836
41 475000 0.004811
40 475000 0.004839
39 475000 0.005332
38 475000 0.005417
37 475000 0.004905
36 475000 0.004835
35 475000 0.004799
34 475000 0.004846
33 475000 0.004812
32 475000 0.004817
31 475000 0.004823
30 475000 0.005309
29 475000 0.005312
28 475000 0.004967
27 475000 0.004958
26 475000 0.0048
25 475000 0.004832
24 475000 0.004833
23 475000 0.004808
22 475000 0.004819
21 475000 0.005308
20 475000 0.005267
19 475002 0.004924
18 475004 0.00488
17 911709 0.009315
16 682476 0.008173
15 22365044 0.332918
