k nbComp temps
680 475000 0.005552
679 475000 0.005503
678 475000 0.005543
677 475000 0.005504
676 475000 0.00548
675 475000 0.005522
674 475000 0.00708
673 475000 0.006343
672 475000 0.005816
671 475000 0.005525
670 475000 0.005664
669 475000 0.005508
668 475000 0.005481
667 475000 0.005697
666 475000 0.007511
665 475000 0.005533
664 475000 0.005559
663 475000 0.005463
662 475000 0.005474
661 475000 0.005563
660 475000 0.005481
659 475000 0.006554
658 475000 0.006615
657 475000 0.005538
656 475000 0.005487
655 475000 0.005476
654 475000 0.005476
653 475000 0.005484
652 475000 0.005504
651 475000 0.00701
650 475000 0.006102
649 475000 0.005562
648 475000 0.005471
647 475000 0.005507
646 475000 0.005484
645 475000 0.005461
644 475000 0.00551
643 475000 0.007433
642 475000 0.005823
641 475000 0.005548
640 475000 0.005452
639 475000 0.005464
638 475000 0.00549
637 475000 0.005436
636 475000 0.005432
635 475000 0.007007
634 475000 0.006058
633 475000 0.005542
632 475000 0.00549
631 475000 0.005489
630 475000 0.005495
629 475000 0.005462
628 475000 0.005476
627 475000 0.007416
626 475000 0.005867
625 475000 0.005538
624 475000 0.005526
623 475000 0.005496
622 475000 0.005445
621 475000 0.005435
620 475000 0.00545
619 475000 0.007024
618 475000 0.006052
617 475000 0.005501
616 475000 0.005439
615 475000 0.00546
614 475000 0.005497
613 475000 0.005407
612 475000 0.005467
611 475000 0.006923
610 475000 0.006034
609 475000 0.005526
608 475000 0.005443
607 475000 0.005432
606 475000 0.005499
605 475000 0.005439
604 475000 0.005426
603 475000 0.006961
602 475000 0.005955
601 475000 0.005483
600 475000 0.005404
599 475000 0.005409
598 475000 0.005466
597 475000 0.005428
596 475000 0.005431
595 475000 0.006966
594 475000 0.006037
593 475000 0.005472
592 475000 0.005437
591 475000 0.005443
590 475000 0.005452
589 475000 0.005422
588 475000 0.005421
587 475000 0.006892
586 475000 0.006124
585 475000 0.0055
584 475000 0.005434
583 475000 0.005477
582 475000 0.005442
581 475000 0.005456
580 475000 0.005496
579 475000 0.006876
578 475000 0.005999
577 475000 0.005517
576 475000 0.005394
575 475000 0.005412
574 475000 0.005481
573 475000 0.005388
572 475000 0.005394
571 475000 0.006954
570 475000 0.006143
569 475000 0.005497
568 475000 0.00543
567 475000 0.005391
566 475000 0.005436
565 475000 0.005445
564 475000 0.005408
563 475000 0.006836
562 475000 0.00596
561 475000 0.005481
560 475000 0.005458
559 475000 0.005418
558 475000 0.005424
557 475000 0.005366
556 475000 0.005395
555 475000 0.006919
554 475000 0.005934
553 475000 0.005466
552 475000 0.005374
551 475000 0.005447
550 475000 0.00539
549 475000 0.005379
548 475000 0.005401
547 475000 0.006893
546 475000 0.005937
545 475000 0.0056
544 475000 0.005721
543 475000 0.005695
542 475000 0.005524
541 475000 0.005383
540 475000 0.005343
539 475000 0.007257
538 475000 0.005692
537 475000 0.005435
536 475000 0.005428
535 475000 0.005349
534 475000 0.0054
533 475000 0.005373
532 475000 0.005332
531 475000 0.006959
530 475000 0.006085
529 475000 0.005433
528 475000 0.005379
527 475000 0.005355
526 475000 0.005364
525 475000 0.005343
524 475000 0.005341
523 475000 0.006873
522 475000 0.005996
521 475000 0.005387
520 475000 0.005378
519 475000 0.005432
518 475000 0.005366
517 475000 0.005354
516 475000 0.005332
515 475000 0.006886
514 475000 0.005974
513 475000 0.005467
512 475000 0.005332
511 475000 0.005353
510 475000 0.005438
509 475000 0.005385
508 475000 0.005312
507 475000 0.006873
506 475000 0.005922
505 475000 0.005405
504 475000 0.00533
503 475000 0.005324
502 475000 0.005333
501 475000 0.005377
500 475000 0.00532
499 475000 0.006887
498 475000 0.00606
497 475000 0.005418
496 475000 0.005299
495 475000 0.005352
494 475000 0.005302
493 475000 0.005295
492 475000 0.005315
491 475000 0.006843
490 475000 0.005984
489 475000 0.005409
488 475000 0.005292
487 475000 0.005295
486 475000 0.00549
485 475000 0.005658
484 475000 0.005654
483 475000 0.006832
482 475000 0.005892
481 475000 0.00542
480 475000 0.005367
479 475000 0.00528
478 475000 0.005328
477 475000 0.005313
476 475000 0.00528
475 475000 0.006488
474 475000 0.005953
473 475000 0.005384
472 475000 0.005296
471 475000 0.005286
470 475000 0.005257
469 475000 0.005254
468 475000 0.00528
467 475000 0.00655
466 475000 0.005971
465 475000 0.005376
464 475000 0.005263
463 475000 0.005305
462 475000 0.005296
461 475000 0.005239
460 475000 0.005261
459 475000 0.006556
458 475000 0.005998
457 475000 0.005343
456 475000 0.005327
455 475000 0.005289
454 475000 0.005329
453 475000 0.005356
452 475000 0.005261
451 475000 0.006472
450 475000 0.006026
449 475000 0.005381
448 475000 0.005313
447 475000 0.00532
446 475000 0.005295
445 475000 0.005244
444 475000 0.005331
443 475000 0.006564
442 475000 0.005949
441 475000 0.005389
440 475000 0.005253
439 475000 0.005283
438 475000 0.005305
437 475000 0.005249
436 475000 0.005242
435 475000 0.006553
434 475000 0.005958
433 475000 0.005311
432 475000 0.005303
431 475000 0.005228
430 475000 0.005269
429 475000 0.005271
428 475000 0.005241
427 475000 0.006522
426 475000 0.005993
425 475000 0.005321
424 475000 0.00526
423 475000 0.005234
422 475000 0.005255
421 475000 0.005241
420 475000 0.005233
419 475000 0.006493
418 475000 0.00594
417 475000 0.005311
416 475000 0.00521
415 475000 0.00525
414 475000 0.005241
413 475000 0.005185
412 475000 0.005209
411 475000 0.006505
410 475000 0.006041
409 475000 0.005346
408 475000 0.005267
407 475000 0.005554
406 475000 0.005618
405 475000 0.005357
404 475000 0.005289
403 475000 0.006851
402 475000 0.005986
401 475000 0.005272
400 475000 0.005245
399 475000 0.005216
398 475000 0.00521
397 475000 0.005176
396 475000 0.005224
395 475000 0.006468
394 475000 0.006452
393 475000 0.005287
392 475000 0.005244
391 475000 0.005258
390 475000 0.005227
389 475000 0.005216
388 475000 0.005223
387 475000 0.006474
386 475000 0.005996
385 475000 0.005596
384 475000 0.005453
383 475000 0.005232
382 475000 0.005284
381 475000 0.0052
380 475000 0.005159
379 475000 0.006423
378 475000 0.005961
377 475000 0.005268
376 475000 0.005241
375 475000 0.005203
374 475000 0.00519
373 475000 0.005194
372 475000 0.00521
371 475000 0.006471
370 475000 0.006057
369 475000 0.005279
368 475000 0.005174
367 475000 0.005175
366 475000 0.005185
365 475000 0.005111
364 475000 0.005152
363 475000 0.006099
362 475000 0.006268
361 475000 0.005238
360 475000 0.005184
359 475000 0.005144
358 475000 0.005123
357 475000 0.005209
356 475000 0.005158
355 475000 0.00606
354 475000 0.006355
353 475000 0.005212
352 475000 0.005171
351 475000 0.00524
350 475000 0.005138
349 475000 0.005189
348 475000 0.005155
347 475000 0.005672
