k       nbComp          temps           temps_cumulé            PourcentageExploration
226     475000          0.004811                3.81686         0
225     475000          0.004828                3.82169         0
224     475000          0.004877                3.82656         0
223     475000          0.004802                3.83137         0
222     475000          0.004816                3.83618         0
221     475000          0.004808                3.84099         0
220     475000          0.005429                3.84642         0
219     475000          0.005058                3.85148         0
218     475000          0.004851                3.85633         0
217     475000          0.004859                3.86119         0
216     475000          0.004863                3.86605         0
215     475000          0.004825                3.87087         0
214     475000          0.004792                3.87567         0
213     475000          0.004907                3.88057         0
212     475000          0.004838                3.88541         0
211     475000          0.005415                3.89083         0
210     475000          0.00485         3.89568         0
209     475000          0.004839                3.90052         0
208     475000          0.00483         3.90535         0
207     475000          0.005041                3.91039         0
206     475000          0.004795                3.91518         0
205     475000          0.004812                3.91999         0
204     475000          0.00479         3.92478         0
203     475000          0.004816                3.9296          0
202     475000          0.005282                3.93488         0
201     475000          0.004946                3.93983         0
200     475000          0.004816                3.94464         0
199     475000          0.004801                3.94944         0
198     475000          0.005061                3.95451         0
197     475000          0.004809                3.95931         0
196     475000          0.004811                3.96413         0
195     475000          0.004803                3.96893         0
194     475000          0.004887                3.97382         0
193     475000          0.005321                3.97914         0
192     475000          0.004923                3.98406         0
191     475000          0.004889                3.98895         0
190     475000          0.004879                3.99383         0
189     475000          0.004791                3.99862         0
188     475000          0.004819                4.00344         0
187     475000          0.004792                4.00823         0
186     475000          0.004966                4.0132          0
185     475000          0.004867                4.01806         0
184     475000          0.005355                4.02342         0
183     475000          0.004816                4.02823         0
182     475000          0.004859                4.03309         0
181     475000          0.004924                4.03802         0
180     475000          0.004866                4.04288         0
179     475000          0.004802                4.04768         0
178     475000          0.004822                4.05251         0
177     475000          0.004812                4.05732         0
176     475000          0.004814                4.06213         0
175     475000          0.005288                4.06742         0
174     475000          0.005071                4.07249         0
173     475000          0.0049          4.07739         0
172     475000          0.004934                4.08233         0
171     475000          0.004925                4.08725         0
170     475000          0.004837                4.09209         0
169     475000          0.004797                4.09688         0
168     475000          0.004941                4.10183         0
167     475000          0.004805                4.10663         0
166     475000          0.005281                4.11191         0
165     475000          0.004904                4.11682         0
164     475000          0.004914                4.12173         0
163     475000          0.004806                4.12654         0
162     475000          0.004832                4.13137         0
161     475000          0.004828                4.1362          0
160     475000          0.00484         4.14104         0
159     475000          0.004971                4.14601         0
158     475000          0.004829                4.15084         0
157     475000          0.005306                4.15614         0
156     475000          0.004858                4.161           0
155     475000          0.004891                4.16589         0
154     475000          0.004849                4.17074         0
153     475000          0.004868                4.17561         0
152     475000          0.004847                4.18046         0
151     475000          0.004912                4.18537         0
150     475000          0.004797                4.19016         0
149     475000          0.004812                4.19498         0
148     475000          0.005332                4.20031         0
147     475000          0.00516         4.20547         0
146     475000          0.004859                4.21033         0
145     475000          0.004795                4.21512         0
144     475000          0.004818                4.21994         0
143     475000          0.00479         4.22473         0
142     475000          0.004947                4.22968         0
141     475000          0.004792                4.23447         0
140     475000          0.004793                4.23926         0
139     475000          0.005298                4.24456         0
138     475000          0.004928                4.24949         0
137     475000          0.004867                4.25435         0
136     475000          0.004808                4.25916         0
135     475000          0.004812                4.26397         0
134     475000          0.004899                4.26887         0
133     475000          0.004773                4.27365         0
132     475000          0.004895                4.27854         0
131     475000          0.004773                4.28331         0
130     475000          0.005264                4.28858         0
129     475000          0.00495         4.29353         0
128     475000          0.004893                4.29842         0
127     475000          0.004812                4.30323         0
126     475000          0.004838                4.30807         0
125     475000          0.004844                4.31292         0
124     475000          0.004791                4.31771         0
123     475000          0.004796                4.3225          0
122     475000          0.004813                4.32732         0
121     475000          0.005352                4.33267         0
120     475000          0.004848                4.33752         0
119     475000          0.004967                4.34248         0
118     475000          0.004811                4.34729         0
117     475000          0.004785                4.35208         0
116     475000          0.004879                4.35696         0
115     475000          0.004814                4.36177         0
114     475000          0.004779                4.36655         0
113     475000          0.004819                4.37137         0
112     475000          0.005334                4.3767          0
111     475000          0.004927                4.38163         0
110     475000          0.004853                4.38648         0
109     475000          0.004809                4.39129         0
108     475000          0.004854                4.39615         0
107     475000          0.004814                4.40096         0
106     475000          0.004773                4.40573         0
105     475000          0.004945                4.41068         0
104     475000          0.004801                4.41548         0
103     475000          0.005339                4.42082         0
102     475000          0.00484         4.42566         0
101     475000          0.004889                4.43055         0
100     475000          0.00489         4.43544         0
99      475000          0.004934                4.44037         0
98      475000          0.004791                4.44516         0
97      475000          0.004828                4.44999         0
96      475000          0.004843                4.45483         0
95      475000          0.004857                4.45969         0
94      475000          0.005344                4.46503         0
93      475000          0.005121                4.47016         0
92      475000          0.005004                4.47516         0
91      475000          0.004896                4.48006         0
90      475000          0.004806                4.48486         0
89      475000          0.00482         4.48968         0
88      475000          0.004805                4.49449         0
87      475000          0.00482         4.49931         0
86      475000          0.005025                4.50433         0
85      475000          0.005332                4.50966         0
84      475000          0.004956                4.51462         0
83      475000          0.004805                4.51943         0
82      475000          0.004821                4.52425         0
81      475000          0.004799                4.52904         0
80      475000          0.004808                4.53385         0
79      475000          0.004849                4.5387          0
78      475000          0.005009                4.54371         0
77      475000          0.004837                4.54855         0
76      475000          0.005336                4.55388         0
75      475000          0.004865                4.55875         0
74      475000          0.004831                4.56358         0
73      475000          0.004869                4.56845         0
72      475000          0.00491         4.57336         0
71      475000          0.004784                4.57814         0
70      475000          0.004806                4.58295         0
69      475000          0.004874                4.58782         0
68      475000          0.004789                4.59261         0
67      475000          0.005241                4.59785         0
66      475000          0.004958                4.60281         0
65      475000          0.004988                4.6078          0
64      475000          0.004824                4.61262         0
63      475000          0.004844                4.61747         0
62      475000          0.00481         4.62228         0
61      475000          0.004799                4.62708         0
60      475000          0.004839                4.63192         0
59      475000          0.004808                4.63672         0
58      475000          0.005319                4.64204         0
57      475000          0.004988                4.64703         0
56      475000          0.005005                4.65203         0
55      475000          0.004803                4.65684         0
54      475000          0.004792                4.66163         0
53      475000          0.004872                4.6665          0
52      475000          0.004821                4.67132         0
51      475000          0.004948                4.67627         0
50      475000          0.004789                4.68106         0
49      475000          0.005303                4.68636         0
48      475000          0.004825                4.69119         0
47      475000          0.004916                4.6961          0
46      475000          0.004868                4.70097         0
45      475000          0.004884                4.70586         0
44      475000          0.004779                4.71063         0
43      475000          0.004899                4.71553         0
42      475000          0.00478         4.72031         0
41      475000          0.004828                4.72514         0
40      475000          0.005261                4.7304          0
39      475000          0.005182                4.73558         0
38      475000          0.004839                4.74042         0
37      475000          0.004842                4.74527         0
36      475000          0.004901                4.75017         0
35      475000          0.004813                4.75498         0
34      475000          0.004806                4.75979         0
33      475000          0.004821                4.76461         0
32      475000          0.004781                4.76939         0
31      475000          0.005353                4.77474         0
30      475000          0.004966                4.77971         0
29      475000          0.004845                4.78455         0
28      475000          0.004826                4.78938         0
27      475000          0.004784                4.79416         0
26      475000          0.005054                4.79922         0
25      475000          0.005003                4.80422         0
24      475000          0.004948                4.80917         0
23      475000          0.00486         4.81403         0
22      475000          0.005352                4.81938         0
21      475000          0.004837                4.82422         0
20      475000          0.004841                4.82906         0
19      475000          0.004892                4.83395         0
18      475002          0.004949                4.8389          1.78509e-16
17      1850607         0.022091                4.86099         1.43786e-13
16      4117371         0.312594                5.17358         1.5608e-11
15      24259609                8.1387          13.3123         4.24526e-10
